Query_12106337,XP_064648645.1,70.455,88,25,1,267,7,80,167,5.15e-48,133,84.09,-2,0
Query_12106337,XP_064648645.1,76.000,50,12,0,401,252,35,84,5.15e-48,88.6,90.00,-3,0
Query_12106337,BFY97304.1,77.273,88,19,1,267,7,78,165,5.32e-48,142,85.23,-2,0
Query_12106337,BFY97304.1,68.000,50,16,0,401,252,33,82,5.32e-48,79.3,86.00,-3,0
Query_12106337,GFV84423.1,70.455,88,25,1,267,7,197,284,5.67e-48,128,80.68,-2,0
Query_12106337,GFV84423.1,70.370,54,16,0,401,240,152,205,5.67e-48,93.2,85.19,-3,0
Query_12106337,XP_067125383.1,73.864,88,22,1,267,7,105,192,5.78e-48,132,80.68,-2,0
Query_12106337,XP_067125383.1,68.519,54,17,0,401,240,60,113,5.78e-48,89.7,85.19,-3,0
Query_12106337,XP_064456578.1,67.045,88,28,1,267,7,85,172,6.59e-48,125,81.82,-2,0
Query_12106337,XP_064456578.1,75.926,54,13,0,401,240,40,93,6.59e-48,96.3,87.04,-3,0
Query_12106337,XP_064456579.1,67.045,88,28,1,267,7,85,172,7.66e-48,125,81.82,-2,0
Query_12106337,XP_064456579.1,75.926,54,13,0,401,240,40,93,7.66e-48,95.9,87.04,-3,0
Query_12106337,XP_055952945.1,69.318,88,26,1,267,7,84,171,8.88e-48,126,79.55,-2,0
Query_12106337,XP_055952945.1,74.074,54,14,0,401,240,39,92,8.88e-48,94.7,87.04,-3,0
Query_12106337,XP_014674644.1,67.045,88,28,1,267,7,77,164,8.97e-48,127,80.68,-2,0
Query_12106337,XP_014674644.1,80.000,50,10,0,401,252,32,81,8.97e-48,93.2,92.00,-3,0
Query_12106337,KAG8177507.1,71.591,88,24,1,267,7,107,194,9.18e-48,129,80.68,-2,0
Query_12106337,KAG8177507.1,72.222,54,15,0,401,240,62,115,9.18e-48,92.0,87.04,-3,0
Query_12106337,XP_070210913.1,68.966,87,27,0,267,7,80,166,9.19e-48,135,83.91,-2,0
Query_12106337,XP_070210913.1,66.667,54,18,0,401,240,35,88,9.19e-48,85.5,85.19,-3,0
Query_12106337,XP_055952946.1,69.318,88,26,1,267,7,84,171,1.11e-47,125,79.55,-2,0
Query_12106337,XP_055952946.1,74.074,54,14,0,401,240,39,92,1.11e-47,94.7,87.04,-3,0
Query_12106337,XP_062592413.1,68.966,87,24,2,267,7,83,166,1.28e-47,126,83.91,-2,0
Query_12106337,XP_062592413.1,84.000,50,8,0,401,252,38,87,1.28e-47,93.6,90.00,-3,0
Query_12106337,GFY49884.1,70.455,88,25,1,267,7,93,180,1.54e-47,128,80.68,-2,0
Query_12106337,GFY49884.1,70.370,54,16,0,401,240,48,101,1.54e-47,91.7,85.19,-3,0
Query_12106337,GFS66153.1,70.455,88,25,1,267,7,102,189,1.63e-47,128,80.68,-2,0
Query_12106337,GFS66153.1,70.370,54,16,0,401,240,57,110,1.63e-47,91.3,85.19,-3,0
Query_12106337,GFR04744.1,70.455,88,25,1,267,7,139,226,1.98e-47,128,80.68,-2,0
Query_12106337,GFR04744.1,70.370,54,16,0,401,240,94,147,1.98e-47,91.3,85.19,-3,0
Query_12106337,CAL1262058.1,68.182,88,27,1,267,7,84,171,3.43e-47,124,79.55,-2,0
Query_12106337,CAL1262058.1,74.074,54,14,0,401,240,39,92,3.43e-47,94.7,87.04,-3,0
Query_12106337,XP_054716589.1,70.455,88,25,1,267,7,82,169,3.43e-47,125,77.27,-2,0
Query_12106337,XP_054716589.1,74.074,54,14,0,401,240,37,90,3.43e-47,94.0,87.04,-3,0
Query_12106337,CAH1789905.1,71.591,88,24,1,267,7,79,166,6.60e-47,134,82.95,-2,0
Query_12106337,CAH1789905.1,68.000,50,16,0,401,252,34,83,6.60e-47,83.6,90.00,-3,0
Query_12106337,ACD11964.1,72.727,88,23,1,267,7,87,174,8.38e-47,128,79.55,-2,0
Query_12106337,ACD11964.1,68.519,54,17,0,401,240,42,95,8.38e-47,89.4,85.19,-3,0
Query_12106337,XP_037285547.1,64.773,88,30,1,267,7,88,175,1.04e-46,120,80.68,-2,0
Query_12106337,XP_037285547.1,74.074,54,14,0,401,240,43,96,1.04e-46,96.7,88.89,-3,0
Query_12106337,KAL1428065.1,64.773,88,30,1,267,7,88,175,1.14e-46,120,80.68,-2,0
Query_12106337,KAL1428065.1,74.074,54,14,0,401,240,43,96,1.14e-46,96.3,88.89,-3,0
Query_12106337,XP_013388699.1,69.318,88,26,1,267,7,81,168,1.25e-46,127,80.68,-2,0
Query_12106337,XP_013388699.1,72.222,54,15,0,401,240,36,89,1.25e-46,89.7,85.19,-3,0
Query_12106337,KAK2162397.1,69.318,88,26,1,267,7,193,280,1.33e-46,133,84.09,-2,0
Query_12106337,KAK2162397.1,70.000,50,15,0,401,252,148,197,1.33e-46,84.0,90.00,-3,0
Query_12106337,XP_014666782.1,67.045,88,28,1,267,7,77,164,2.40e-46,124,77.27,-2,0
Query_12106337,XP_014666782.1,76.000,50,12,0,401,252,32,81,2.40e-46,91.7,92.00,-3,0
Query_12106337,XP_059081533.1,68.182,88,27,1,267,7,86,173,4.36e-46,127,80.68,-2,0
Query_12106337,XP_059081533.1,66.667,54,18,0,401,240,41,94,4.36e-46,87.4,85.19,-3,0
Query_12106337,XP_002732674.1,62.500,88,32,1,267,7,76,163,1.40e-45,122,81.82,-2,0
Query_12106337,XP_002732674.1,68.519,54,17,0,401,240,31,84,1.40e-45,91.3,87.04,-3,0
Query_12106337,XP_041717601.1,64.773,88,30,1,267,7,87,174,5.40e-45,124,81.82,-2,0
Query_12106337,XP_041717601.1,64.815,54,19,0,401,240,42,95,5.40e-45,87.0,85.19,-3,0
Query_12106337,XP_041717600.1,64.773,88,30,1,267,7,87,174,5.77e-45,124,81.82,-2,0
Query_12106337,XP_041717600.1,64.815,54,19,0,401,240,42,95,5.77e-45,87.0,85.19,-3,0
Query_12106337,XP_061777935.1,63.636,88,31,1,267,7,87,174,5.81e-45,124,82.95,-2,0
Query_12106337,XP_061777935.1,64.815,54,19,0,401,240,42,95,5.81e-45,87.4,85.19,-3,0
Query_12106337,XP_061777936.1,63.636,88,31,1,267,7,87,174,6.01e-45,124,82.95,-2,0
Query_12106337,XP_061777936.1,64.815,54,19,0,401,240,42,95,6.01e-45,87.4,85.19,-3,0
Query_12106337,KAK6293048.1,64.773,88,30,1,267,7,87,174,6.06e-45,124,81.82,-2,0
Query_12106337,KAK6293048.1,64.815,54,19,0,401,240,42,95,6.06e-45,87.0,85.19,-3,0
Query_12106337,XP_061777937.1,63.636,88,31,1,267,7,87,174,6.11e-45,124,82.95,-2,0
Query_12106337,XP_061777937.1,64.815,54,19,0,401,240,42,95,6.11e-45,87.4,85.19,-3,0
Query_12106337,XP_069978431.1,65.909,88,29,1,267,7,83,170,6.15e-45,125,78.41,-2,0
Query_12106337,XP_069978431.1,74.000,50,13,0,401,252,38,87,6.15e-45,85.5,90.00,-3,0
Query_12106337,XP_061777938.1,63.636,88,31,1,267,7,87,174,6.53e-45,124,82.95,-2,0
Query_12106337,XP_061777938.1,64.815,54,19,0,401,240,42,95,6.53e-45,87.0,85.19,-3,0
Query_12106337,XP_061777939.1,63.636,88,31,1,267,7,87,174,7.16e-45,124,82.95,-2,0
Query_12106337,XP_061777939.1,64.815,54,19,0,401,240,42,95,7.16e-45,87.0,85.19,-3,0
Query_12106337,XP_064863120.1,64.773,88,30,1,267,7,87,174,9.09e-45,124,81.82,-2,0
Query_12106337,XP_064863120.1,64.815,54,19,0,401,240,42,95,9.09e-45,87.0,85.19,-3,0
Query_12106337,KAL5006590.1,82.759,87,15,0,267,7,40,126,5.63e-52,160,91.95,-2,0
Query_12106337,KAL5006590.1,70.455,44,13,0,383,252,1,44,5.63e-52,74.3,90.91,-3,0
Query_12106337,XP_055884806.1,81.818,88,15,1,267,7,42,129,3.08e-49,155,90.91,-2,0
Query_12106337,XP_055884806.1,70.455,44,13,0,383,252,3,46,3.08e-49,70.1,88.64,-3,0
Query_12106337,XP_048756050.1,78.161,87,19,0,267,7,42,128,4.12e-49,150,89.66,-2,0
Query_12106337,XP_048756050.1,70.833,48,14,0,383,240,3,50,4.12e-49,74.7,81.25,-3,0
Query_12106337,KAG0423700.1,72.727,88,23,1,267,7,57,144,6.93e-46,135,84.09,-2,0
Query_12106337,KAG0423700.1,68.750,48,15,0,383,240,18,65,6.93e-46,79.7,87.50,-3,0
Query_12106337,EEC11954.1,72.727,88,23,1,267,7,40,127,8.60e-46,134,84.09,-2,0
Query_12106337,EEC11954.1,68.750,48,15,0,383,240,1,48,8.60e-46,79.7,87.50,-3,0
Query_12106337,KAK3108720.1,80.460,87,17,0,267,7,29,115,1.86e-47,157,88.51,-2,0
Query_12106337,KAK3108720.1,84.848,33,5,0,350,252,1,33,1.86e-47,62.4,93.94,-3,0


